Date,Time,Event,Ticker,Period,Actual,Prior,Surv(M),Surv(A),# Ests.,Surprise,Std Dev,C
03/08/13,21:30,Average Weekly Hours All Employees,AWH TOTL Index,Feb,34.5,34.4,34.4,34.38,38,2.32,0.04,US
03/08/13,21:30,Change in Household Employment,USEMNCHG Index,Feb,170,17,--,--,0,--,--,US
03/08/13,21:30,Underemployment Rate,USUDMAER Index,Feb,14.30%,14.40%,--,--,0,--,--,US
03/08/13,23:00,Wholesale Inventories MoM,MWINCHNG Index,Jan,1.20%,-0.10%,0.30%,0.35%,27,5.81,0.15,US
03/08/13,23:00,Wholesale Trade Sales MoM,MWSLCHNG Index,Jan,-0.80%,0.00%,0.10%,0.15%,4,-5.43,0.17,US
03/12/13,19:30,NFIB Small Business Optimism,SBOITOTL Index,Feb,90.8,88.9,90,89.79,15,0.7,1.15,US
03/12/13,22:00,JOLTS Job Openings,JOLTTOTL Index,Jan,3693,3617,3670,3706.67,3,0.35,66.5,US
03/13/13,19:00,MBA Mortgage Applications,MBAVCHNG Index,Mar-08,-4.70%,14.80%,--,--,0,--,--,US
03/13/13,20:30,Import Price Index MoM,IMP1CHNG Index,Feb,1.10%,0.60%,0.60%,0.59%,43,1.44,0.35,US
03/13/13,20:30,Import Price Index YoY,IMP1YOY% Index,Feb,-0.30%,-1.30%,-0.70%,-0.72%,6,2.6,0.13,US
03/13/13,20:30,Retail Sales Advance MoM,RSTAMOM Index,Feb,1.10%,0.10%,0.50%,0.52%,82,2.35,0.26,US
03/13/13,20:30,Retail Sales Ex Auto MoM,RSTAXMOM Index,Feb,1.00%,0.20%,0.50%,0.53%,74,1.72,0.29,US
03/13/13,20:30,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Feb,0.40%,0.20%,0.20%,0.26%,16,0.82,0.24,US
03/13/13,20:30,Retail Sales Control Group,RSTAXAGM Index,Feb,0.40%,0.10%,0.20%,0.19%,23,0.77,0.26,US
03/13/13,22:00,Business Inventories,MTIBCHNG Index,Jan,1.00%,0.10%,0.50%,0.50%,47,2.68,0.19,US
03/14/13,2:00,Monthly Budget Statement,FDDSSD Index,Feb,-$203.5b,-$231.7b,-$205.0b,-$207.04b,28,0.24,6,US
03/14/13,20:30,PPI MoM,PPI CHNG Index,Feb,0.70%,0.20%,0.70%,0.71%,72,0,0.26,US
03/14/13,20:30,PPI Ex Food and Energy MoM,PXFECHNG Index,Feb,0.20%,0.20%,0.10%,0.15%,68,1.59,0.06,US
03/14/13,20:30,PPI YoY,PPI YOY Index,Feb,1.70%,1.40%,1.80%,1.84%,24,-0.34,0.29,US
03/14/13,20:30,PPI Ex Food and Energy YoY,PPI XYOY Index,Feb,1.70%,1.80%,1.70%,1.68%,21,0,0.07,US
03/14/13,20:30,Initial Jobless Claims,INJCJC Index,Mar-09,332k,340k,350k,347.53k,49,-3.01,5.98,US
03/14/13,20:30,Continuing Claims,INJCSP Index,Mar-02,3024k,3094k,3090k,3088.00k,13,-2.52,26.23,US
03/14/13,20:30,Current Account Balance,USCABAL Index,4Q,-$110.4b,-$107.5b,-$112.5b,-$112.52b,40,0.83,2.53,US
03/14/13,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Mar-10,-31.6,-32.4,--,--,0,--,--,US
03/14/13,21:45,Bloomberg March United States Economic Survey (Table),,,,,,,,,,US
03/15/13,20:30,Empire Manufacturing,EMPRGBCI Index,Mar,9.2,10,10,9.47,49,-0.29,2.59,US
03/15/13,20:30,CPI MoM,CPI CHNG Index,Feb,0.70%,0.00%,0.50%,0.52%,81,1.69,0.12,US
03/15/13,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Feb,0.20%,0.30%,0.20%,0.17%,80,0,0.06,US
03/15/13,20:30,CPI YoY,CPI YOY Index,Feb,2.00%,1.60%,1.90%,1.86%,37,0.86,0.12,US
03/15/13,20:30,CPI Ex Food and Energy YoY,CPI XYOY Index,Feb,2.00%,1.90%,2.00%,1.97%,39,0,0.05,US
03/15/13,20:30,CPI Core Index SA,CPUPAXFE Index,Feb,232.512,232.108,232.482,232.46,3,0.74,0.04,US
03/15/13,20:30,CPI Index NSA,CPURNSA Index,Feb,232.166,230.28,232.102,232.1,9,0.48,0.13,US
03/15/13,21:00,Total Net TIC Flows,FRNTTNET Index,Jan,$110.9b,$25.2b,--,--,2,--,--,US
03/15/13,21:00,Net Long-term TIC Flows,FRNTTOTL Index,Jan,$25.7b,$64.2b,$40.0b,$37.00b,5,-2.11,6.78,US
03/15/13,21:15,Industrial Production MoM,IP CHNG Index,Feb,0.70%,-0.10%,0.40%,0.47%,83,1.44,0.21,US
03/15/13,21:15,Capacity Utilization,CPTICHNG Index,Feb,79.60%,79.10%,79.40%,79.36%,65,0.88,0.23,US
03/15/13,21:15,Manufacturing (SIC) Production,IPMGCHNG Index,Feb,0.80%,-0.40%,0.50%,0.54%,13,1.41,0.21,US
03/15/13,21:55,U. of Mich. Sentiment,CONSSENT Index,Mar P,71.8,77.6,78,77.42,67,-3.03,2.05,US
03/18/13,22:00,NAHB Housing Market Index,USHBMIDX Index,Mar,44,46,47,47.51,49,-3.7,0.81,US
03/19/13,20:30,Housing Starts,NHSPSTOT Index,Feb,917k,890k,915k,918.39k,81,0.1,19.63,US
03/19/13,20:30,Housing Starts MoM,NHCHSTCH Index,Feb,0.80%,-8.50%,2.80%,3.19%,81,-0.91,2.2,US
03/19/13,20:30,Building Permits,NHSPATOT Index,Feb,946k,925k,925k,926.98k,55,1.22,17.16,US
03/19/13,20:30,Building Permits MoM,NHCHATCH Index,Feb,4.60%,1.80%,2.30%,2.54%,55,1.2,1.9,US
03/20/13,19:00,MBA Mortgage Applications,MBAVCHNG Index,Mar-15,-7.10%,-4.70%,--,--,0,--,--,US
03/21/13,2:00,FOMC Rate Decision (Upper Bound),FDTR Index,Mar-20,0.25%,0.25%,0.25%,0.25%,43,--,0,US
03/21/13,20:30,Initial Jobless Claims,INJCJC Index,Mar-16,336k,332k,340k,341.00k,47,-0.7,5.74,US
03/21/13,20:30,Continuing Claims,INJCSP Index,Mar-09,3053k,3024k,3050k,3057.18k,11,0.12,24.94,US
03/21/13,20:58,Markit US Manufacturing PMI,MPMIUSMA Index,Mar P,--,--,54.8,54.79,17,--,0.63,US
03/21/13,21:00,FHFA House Price Index MoM,HPIMMOM% Index,Jan,0.60%,0.60%,0.70%,0.75%,17,-0.61,0.16,US
03/21/13,21:45,Bloomberg Economic Expectations,COMFBTWR Index,Mar,-4,-7,--,--,0,--,--,US
03/21/13,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Mar-17,-33.9,-31.6,--,--,0,--,--,US
03/21/13,22:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Mar,2,-12.5,-3,-1.75,55,1.32,3.78,US
03/21/13,22:00,Existing Home Sales,ETSLTOTL Index,Feb,4.98m,4.92m,5.00m,5.00m,77,-0.31,0.06,US
03/21/13,22:00,Existing Home Sales MoM,ETSLMOM Index,Feb,0.80%,0.40%,1.60%,1.57%,77,-0.63,1.31,US
03/21/13,22:00,Leading Index,LEI CHNG Index,Feb,0.50%,0.20%,0.40%,0.42%,47,0.56,0.18,US
03/23/13,0:00,Fed Revisions of Industrial Production,,,,,,,,,,US
03/25/13,20:30,Chicago Fed Nat Activity Index,CFNAI Index,Feb,0.44,-0.32,--,--,0,--,--,US
03/25/13,22:30,Dallas Fed Manf. Activity,DFEDGBA Index,Mar,7.4,2.2,3.2,3.89,10,2.87,1.47,US
03/26/13,20:30,Durable Goods Orders,DGNOCHNG Index,Feb,5.70%,-5.20%,3.90%,3.75%,80,1.29,1.43,US
03/26/13,20:30,Durables Ex Transportation,DGNOXTCH Index,Feb,-0.50%,1.90%,0.60%,0.32%,53,-1.01,1.09,US
03/26/13,20:30,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Feb,-2.70%,6.30%,-1.10%,-1.71%,16,-0.96,1.67,US
03/26/13,20:30,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Feb,1.90%,-1.00%,1.50%,1.43%,6,0.7,0.64,US
03/26/13,21:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Jan,1.02%,0.88%,0.80%,0.80%,26,0.75,0.29,US
03/26/13,21:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Jan,8.08%,6.84%,7.85%,7.84%,30,0.46,0.5,US
03/26/13,21:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Jan,146.14,145.95,146.17,146.14,5,-0.1,0.31,US
03/26/13,22:00,Richmond Fed Manufact. Index,RCHSINDX Index,Mar,3,6,6,6.27,11,-1.65,1.81,US
03/26/13,22:00,Conf. Board Consumer Confidence,CONCCONF Index,Mar,59.7,69.6,67.5,67.39,79,-3.2,2.44,US
03/26/13,22:00,New Home Sales,NHSLTOT Index,Feb,411k,437k,420k,422.10k,78,-0.69,13.04,US
03/26/13,22:00,New Home Sales MoM,NHSLCHNG Index,Feb,-4.60%,15.60%,-3.90%,-3.41%,78,-0.24,2.98,US
03/27/13,19:00,MBA Mortgage Applications,MBAVCHNG Index,Mar-22,7.70%,-7.10%,--,--,0,--,--,US
03/27/13,22:00,Pending Home Sales MoM,USPHTMOM Index,Feb,-0.40%,4.50%,-0.30%,-0.01%,37,-0.06,1.59,US
03/27/13,22:00,Pending Home Sales NSA YoY,USPHTYOY Index,Feb,5.00%,10.40%,8.70%,7.73%,6,-1.47,2.49,US
03/28/13,20:30,Revisions: Initial Jobless Claims,,,,,,,,,,US
03/28/13,20:30,GDP Annualized QoQ,GDP CQOQ Index,4Q T,0.40%,0.10%,0.50%,0.47%,79,-0.53,0.19,US
03/28/13,20:30,Personal Consumption,GDPCTOT% Index,4Q T,1.80%,2.10%,2.10%,2.08%,16,-6.93,0.04,US
03/28/13,20:30,GDP Price Index,GDP PIQQ Index,4Q T,1.00%,0.90%,0.90%,0.90%,29,--,0,US
03/28/13,20:30,Core PCE QoQ,GDPCPCEC Index,4Q T,1.00%,0.90%,0.90%,0.90%,13,--,0,US
03/28/13,20:30,Initial Jobless Claims,INJCJC Index,Mar-23,357k,336k,340k,339.40k,48,3.42,4.97,US
03/28/13,20:30,Continuing Claims,INJCSP Index,Mar-16,3050k,3053k,3041k,3038.33k,12,0.38,23.73,US
03/28/13,21:45,MNI Chicago PMI,CHPMINDX Index,Mar,52.4,56.8,56.5,56.4,48,-4.86,0.84,US
03/28/13,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Mar-24,-34.4,-33.9,--,--,1,--,--,US
03/28/13,23:00,Kansas City Fed Manf. Activity,KCLSSACI Index,Mar,-5,-10,-3,-2.33,6,-0.87,2.87,US
03/29/13,20:30,Personal Income,PITLCHNG Index,Feb,1.10%,-3.60%,0.80%,0.81%,75,0.95,0.32,US
03/29/13,20:30,Personal Spending,PCE CRCH Index,Feb,0.70%,0.20%,0.60%,0.56%,78,0.83,0.12,US
03/29/13,20:30,PCE Deflator MoM,PCE DEFM Index,Feb,0.40%,0.00%,0.50%,0.50%,33,-1.15,0.09,US
03/29/13,20:30,PCE Deflator YoY,PCE DEFY Index,Feb,1.30%,1.20%,1.40%,1.45%,21,-0.63,0.16,US
03/29/13,20:30,PCE Core Deflator MoM,PCE CMOM Index,Feb,0.10%,0.10%,0.10%,0.14%,53,0,0.05,US
03/29/13,20:30,PCE Core Deflator YoY,PCE CYOY Index,Feb,1.30%,1.30%,1.30%,1.31%,32,0,0.04,US
03/29/13,21:00,ISM Milwaukee,MAPMINDX Index,Mar,50.98,56.5,56,55.75,4,-6.69,0.75,US
03/29/13,21:55,U. of Mich. Sentiment,CONSSENT Index,Mar F,78.6,71.8,72.6,72.8,62,6.12,0.98,US
04/01/13,20:58,Markit US Manufacturing PMI,MPMIUSMA Index,Mar F,--,--,55,55,10,--,0.6,US
04/01/13,22:00,Construction Spending MoM,CNSTTMOM Index,Feb,1.20%,-2.10%,1.00%,1.00%,41,0.5,0.4,US
04/01/13,22:00,ISM Manufacturing,NAPMPMI Index,Mar,51.3,54.2,54,54.01,69,-4.32,0.62,US
04/01/13,22:00,ISM Prices Paid,NAPMPRIC Index,Mar,54.5,61.5,60,60.09,15,-4.31,1.28,US
04/02/13,21:45,ISM New York,NYPMCURR Index,Mar,51.2,58.8,--,--,2,--,--,US
04/02/13,22:00,Factory Orders,TMNOCHNG Index,Feb,3.00%,-2.00%,2.90%,2.87%,64,0.17,0.61,US
04/02/13,22:00,IBD/TIPP Economic Optimism,ECONUSIB Index,Apr,46.2,42.2,45.5,45.75,8,0.35,2.02,US
04/03/13,3:49,Wards Total Vehicle Sales,SAARTOTL Index,Mar,15.22m,15.33m,15.30m,15.33m,43,-0.95,0.08,US
04/03/13,3:49,Wards Domestic Vehicle Sales,SAARDTOT Index,Mar,12.00m,11.99m,12.04m,12.03m,18,-0.38,0.1,US
04/03/13,19:00,MBA Mortgage Applications,MBAVCHNG Index,Mar-29,-4.00%,7.70%,--,--,0,--,--,US
04/03/13,20:15,ADP Employment Change,ADP CHNG Index,Mar,158k,198k,200k,197.90k,39,-2.52,16.66,US
04/03/13,22:00,ISM Non-Manufacturing Index,NAPMNMI Index,Mar,54.4,56,55.5,55.58,73,-1.73,0.63,US
04/04/13,19:30,Challenger Job Cuts YoY,CHALYOY% Index,Mar,30.00%,7.00%,--,--,0,--,--,US
04/04/13,19:30,RBC Consumer Outlook Index,ICSHNATL Index,Apr,50.3,47.1,--,--,0,--,--,US
04/04/13,20:30,Initial Jobless Claims,INJCJC Index,Mar-30,385k,357k,353k,355.49k,47,2.8,11.44,US
04/04/13,20:30,Continuing Claims,INJCSP Index,Mar-23,3063k,3050k,3050k,3056.08k,13,0.48,26.85,US
04/04/13,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Mar-31,-34.1,-34.4,--,--,1,--,--,US
04/05/13,20:30,Trade Balance,USTBTOT Index,Feb,-$43.0b,-$44.4b,-$44.6b,-$44.51b,66,1.37,1.17,US
04/05/13,20:30,Change in Nonfarm Payrolls,NFP TCH Index,Mar,88k,236k,190k,189.64k,87,-3.46,29.52,US
04/05/13,20:30,Two-Month Payroll Net Revision,ECONGECC Index,Mar,61k,--,--,--,0,--,--,US
04/05/13,20:30,Change in Private Payrolls,NFP PCH Index,Mar,95k,246k,200k,199.41k,54,-4,26.25,US
04/05/13,20:30,Change in Manufact. Payrolls,USMMMNCH Index,Mar,-3k,14k,10k,11.04k,24,-3.15,4.13,US
04/05/13,20:30,Unemployment Rate,USURTOT Index,Mar,7.60%,7.70%,7.70%,7.70%,82,-1.65,0.06,US
04/05/13,20:30,Average Hourly Earnings MoM,AHE MOM% Index,Mar,0.00%,0.20%,0.20%,0.20%,52,-3.87,0.05,US
04/05/13,20:30,Average Hourly Earnings YoY,AHE YOY% Index,Mar,1.80%,2.10%,2.00%,2.06%,7,-2.75,0.07,US
04/05/13,20:30,Average Weekly Hours All Employees,AWH TOTL Index,Mar,34.6,34.5,34.5,34.5,41,2.42,0.04,US
04/05/13,20:30,Change in Household Employment,USEMNCHG Index,Mar,-206,170,--,--,1,--,--,US
04/05/13,20:30,Underemployment Rate,USUDMAER Index,Mar,13.80%,14.30%,--,--,1,--,--,US
04/06/13,3:00,Consumer Credit,CICRTOT Index,Feb,$18.139b,$16.151b,$15.000b,$15.00b,34,1.57,2,US
04/09/13,19:30,NFIB Small Business Optimism,SBOITOTL Index,Mar,89.5,90.8,89.8,89.91,15,-0.27,1.13,US
04/09/13,22:00,Wholesale Inventories MoM,MWINCHNG Index,Feb,-0.30%,1.20%,0.50%,0.52%,29,-3.56,0.22,US
04/09/13,22:00,Wholesale Trade Sales MoM,MWSLCHNG Index,Feb,1.70%,-0.80%,1.30%,1.17%,6,1.21,0.37,US
04/09/13,22:00,JOLTS Job Openings,JOLTTOTL Index,Feb,3925,3693,3740,3731.75,4,5.34,34.63,US
04/10/13,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-05,4.50%,-4.00%,--,--,0,--,--,US
04/10/13,20:45,Bloomberg April United States Economic Survey (Table),,,,,,,,,,US
04/10/13,21:00,Fed Releases Minutes from Mar 19-20 FOMC Meeting,,,,,,,,,,US
04/11/13,2:00,FOMC Meeting Minutes,FEDMMINU Index,Mar-20,--,--,--,--,0,--,--,US
04/11/13,4:00,Monthly Budget Statement,FDDSSD Index,Mar,-$106.5b,-$198.2b,-$107.0b,-$118.91b,23,0.02,22.09,US
04/11/13,20:30,Import Price Index MoM,IMP1CHNG Index,Mar,-0.50%,1.10%,-0.50%,-0.47%,41,0,0.44,US
04/11/13,20:30,Import Price Index YoY,IMP1YOY% Index,Mar,-2.70%,-0.30%,-2.00%,-1.36%,7,-0.46,1.53,US
04/11/13,20:30,Initial Jobless Claims,INJCJC Index,Apr-06,346k,385k,360k,361.29k,49,-1.57,8.91,US
04/11/13,20:30,Continuing Claims,INJCSP Index,Mar-30,3079k,3063k,3067k,3069.00k,11,0.56,21.42,US
04/11/13,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Apr-07,-34,-34.1,--,--,1,--,--,US
04/12/13,20:30,Retail Sales Advance MoM,RSTAMOM Index,Mar,-0.40%,1.10%,0.00%,-0.01%,85,-1.93,0.21,US
04/12/13,20:30,Retail Sales Ex Auto MoM,RSTAXMOM Index,Mar,-0.40%,1.00%,0.00%,0.02%,69,-1.9,0.21,US
04/12/13,20:30,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Mar,-0.10%,0.40%,0.30%,0.27%,18,-2.41,0.17,US
04/12/13,20:30,Retail Sales Control Group,RSTAXAGM Index,Mar,-0.20%,0.40%,0.20%,0.21%,18,-2.51,0.16,US
04/12/13,20:30,PPI MoM,PPI CHNG Index,Mar,-0.60%,0.70%,-0.20%,-0.19%,75,-1.27,0.32,US
04/12/13,20:30,PPI Ex Food and Energy MoM,PXFECHNG Index,Mar,0.20%,0.20%,0.20%,0.16%,69,0,0.06,US
04/12/13,20:30,PPI YoY,PPI YOY Index,Mar,1.10%,1.70%,1.40%,1.42%,30,-1.12,0.27,US
04/12/13,20:30,PPI Ex Food and Energy YoY,PPI XYOY Index,Mar,1.70%,1.70%,1.70%,1.68%,25,0,0.08,US
04/12/13,21:55,U. of Mich. Sentiment,CONSSENT Index,Apr P,72.3,78.6,78.6,78.6,69,-4,1.57,US
04/12/13,22:00,Business Inventories,MTIBCHNG Index,Feb,0.10%,1.00%,0.40%,0.37%,48,-2.05,0.15,US
04/15/13,20:30,Empire Manufacturing,EMPRGBCI Index,Apr,3.1,9.2,7,6.88,47,-1.49,2.66,US
04/15/13,21:00,Total Net TIC Flows,FRNTTNET Index,Feb,$53.6b,$110.9b,--,--,1,--,--,US
04/15/13,21:00,Net Long-term TIC Flows,FRNTTOTL Index,Feb,-$17.8b,$25.7b,$40.0b,$39.00b,5,-3.86,14.97,US
04/15/13,22:00,NAHB Housing Market Index,USHBMIDX Index,Apr,42,44,45,44.91,45,-3.47,0.86,US
04/16/13,20:30,CPI MoM,CPI CHNG Index,Mar,-0.20%,0.70%,0.00%,-0.01%,82,-1.77,0.11,US
04/16/13,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Mar,0.10%,0.20%,0.20%,0.18%,81,-1.96,0.05,US
04/16/13,20:30,CPI YoY,CPI YOY Index,Mar,1.50%,2.00%,1.60%,1.66%,38,-0.84,0.12,US
04/16/13,20:30,CPI Ex Food and Energy YoY,CPI XYOY Index,Mar,1.90%,2.00%,2.00%,1.95%,37,-1.56,0.06,US
04/16/13,20:30,CPI Core Index SA,CPUPAXFE Index,Mar,232.758,232.512,232.929,232.88,4,-1.23,0.14,US
04/16/13,20:30,CPI Index NSA,CPURNSA Index,Mar,232.773,232.166,232.963,233.02,10,-1.42,0.13,US
04/16/13,20:30,Housing Starts,NHSPSTOT Index,Mar,1036k,917k,930k,929.90k,80,7.76,13.66,US
04/16/13,20:30,Housing Starts MoM,NHCHSTCH Index,Mar,7.00%,0.80%,1.40%,1.41%,80,3.75,1.49,US
04/16/13,20:30,Building Permits,NHSPATOT Index,Mar,902k,946k,942k,941.17k,54,-2.82,14,US
04/16/13,20:30,Building Permits MoM,NHCHATCH Index,Mar,-3.90%,4.60%,0.30%,0.23%,54,-2.79,1.49,US
04/16/13,21:15,Industrial Production MoM,IP CHNG Index,Mar,0.40%,0.70%,0.20%,0.18%,82,1.01,0.2,US
04/16/13,21:15,Capacity Utilization,CPTICHNG Index,Mar,78.50%,79.60%,78.40%,78.43%,65,0.27,0.37,US
04/16/13,21:15,Manufacturing (SIC) Production,IPMGCHNG Index,Mar,-0.10%,0.80%,0.10%,0.03%,12,-1.34,0.15,US
04/17/13,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-12,4.80%,4.50%,--,--,0,--,--,US
04/18/13,2:00,U.S. Federal Reserve Beige Book,,,,,,,,,,US
04/18/13,20:30,Initial Jobless Claims,INJCJC Index,Apr-13,352k,346k,350k,349.96k,46,0.24,8.47,US
04/18/13,20:30,Continuing Claims,INJCSP Index,Apr-06,3068k,3079k,3075k,3070.50k,12,-0.42,16.64,US
04/18/13,21:45,Bloomberg Economic Expectations,COMFBTWR Index,Apr,-4,-4,--,--,0,--,--,US
04/18/13,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Apr-14,-29.2,-34,--,--,1,--,--,US
04/18/13,22:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Apr,1.3,2,3,2.65,55,-0.68,2.48,US
04/18/13,22:00,Leading Index,LEI CHNG Index,Mar,-0.10%,0.50%,0.10%,0.11%,48,-1.28,0.16,US
04/22/13,20:30,Chicago Fed Nat Activity Index,CFNAI Index,Mar,-0.23,0.44,0.29,0.29,4,-6.08,0.08,US
04/22/13,22:00,Existing Home Sales,ETSLTOTL Index,Mar,4.92m,4.98m,5.00m,5.01m,75,-1.41,0.06,US
04/22/13,22:00,Existing Home Sales MoM,ETSLMOM Index,Mar,-0.60%,0.80%,0.40%,0.60%,75,-0.88,1.14,US
04/23/13,20:58,Markit US Manufacturing PMI,MPMIUSMA Index,Apr P,--,--,53.9,53.65,15,--,0.74,US
04/23/13,21:00,FHFA House Price Index MoM,HPIMMOM% Index,Feb,0.70%,0.60%,0.70%,0.66%,16,0.3,0.17,US
04/23/13,22:00,Richmond Fed Manufact. Index,RCHSINDX Index,Apr,-6,3,2,2.33,9,-2.4,3.33,US
04/23/13,22:00,New Home Sales,NHSLTOT Index,Mar,417k,411k,416k,415.47k,76,0.17,8.75,US
04/23/13,22:00,New Home Sales MoM,NHSLCHNG Index,Mar,1.50%,-4.60%,1.10%,1.09%,76,0.19,2.13,US
04/24/13,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-19,0.20%,4.80%,--,--,0,--,--,US
04/24/13,20:30,Durable Goods Orders,DGNOCHNG Index,Mar,-5.70%,5.70%,-3.00%,-2.99%,78,-2.27,1.19,US
04/24/13,20:30,Durables Ex Transportation,DGNOXTCH Index,Mar,-1.40%,-0.50%,0.50%,0.32%,51,-3.24,0.59,US
04/24/13,20:30,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Mar,0.20%,-2.70%,0.30%,-0.02%,14,-0.05,1.04,US
04/24/13,20:30,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Mar,0.30%,1.90%,0.80%,0.78%,6,-0.61,0.74,US
04/25/13,20:30,Initial Jobless Claims,INJCJC Index,Apr-20,339k,352k,350k,351.47k,49,-1.6,6.89,US
04/25/13,20:30,Continuing Claims,INJCSP Index,Apr-13,3000k,3068k,3060k,3056.82k,11,-2.29,26.22,US
04/25/13,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Apr-21,-29.9,-29.2,--,--,1,--,--,US
04/25/13,23:00,Kansas City Fed Manf. Activity,KCLSSACI Index,Apr,-5,-5,-1,-0.86,7,-3.21,1.25,US
04/26/13,20:30,GDP Annualized QoQ,GDP CQOQ Index,1Q A,2.50%,0.40%,3.00%,2.97%,86,-1.25,0.4,US
04/26/13,20:30,Personal Consumption,GDPCTOT% Index,1Q A,3.20%,1.80%,2.80%,2.71%,25,1.23,0.32,US
04/26/13,20:30,GDP Price Index,GDP PIQQ Index,1Q A,1.20%,1.00%,1.30%,1.31%,42,-0.37,0.27,US
04/26/13,20:30,Core PCE QoQ,GDPCPCEC Index,1Q A,1.20%,1.00%,1.10%,1.14%,19,1.35,0.07,US
04/26/13,21:55,U. of Mich. Sentiment,CONSSENT Index,Apr F,76.4,72.3,73.5,73.63,64,1.9,1.53,US
04/26/13-04/27/13,,Employment Cost Index Revisions,,,,,,,,,,US
04/29/13,20:30,Personal Income,PITLCHNG Index,Mar,0.20%,1.10%,0.40%,0.36%,73,-1.91,0.1,US
04/29/13,20:30,Personal Spending,PCE CRCH Index,Mar,0.20%,0.70%,0.00%,0.06%,74,1.61,0.12,US
04/29/13,20:30,PCE Deflator MoM,PCE DEFM Index,Mar,-0.10%,0.40%,-0.10%,-0.07%,30,0,0.13,US
04/29/13,20:30,PCE Deflator YoY,PCE DEFY Index,Mar,1.00%,1.30%,1.00%,1.05%,15,0,0.14,US
04/29/13,20:30,PCE Core Deflator MoM,PCE CMOM Index,Mar,0.00%,0.10%,0.10%,0.09%,51,-1.6,0.06,US
04/29/13,20:30,PCE Core Deflator YoY,PCE CYOY Index,Mar,1.10%,1.30%,1.20%,1.21%,25,-0.98,0.1,US
04/29/13,22:00,Pending Home Sales MoM,USPHTMOM Index,Mar,1.50%,-0.40%,1.00%,0.81%,34,0.71,0.7,US
04/29/13,22:00,Pending Home Sales NSA YoY,USPHTYOY Index,Mar,5.80%,5.00%,6.10%,5.79%,7,-0.26,1.15,US
04/29/13,22:30,Dallas Fed Manf. Activity,DFEDGBA Index,Apr,-15.6,7.4,5,6,5,-9.4,2.19,US
04/30/13,20:30,Employment Cost Index,ECI SA% Index,1Q,0.30%,0.50%,0.50%,0.49%,45,-3.03,0.07,US
04/30/13,21:00,ISM Milwaukee,MAPMINDX Index,Apr,48.43,50.98,51.5,51.53,4,-2.83,1.08,US
04/30/13,21:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Feb,1.24%,1.02%,0.90%,0.91%,28,1.53,0.22,US
04/30/13,21:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Feb,9.32%,8.08%,9.00%,8.99%,27,1.49,0.21,US
04/30/13,21:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Feb,146.57,146.14,146.43,146.37,3,1.12,0.12,US
04/30/13,21:45,MNI Chicago PMI,CHPMINDX Index,Apr,49,52.4,52.5,52.48,51,-5.04,0.69,US
04/30/13,22:00,Conf. Board Consumer Confidence,CONCCONF Index,Apr,68.1,59.7,61,61.01,72,2.9,2.45,US
05/01/13,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-26,1.80%,0.20%,--,--,0,--,--,US
05/01/13,20:15,ADP Employment Change,ADP CHNG Index,Apr,119k,158k,150k,153.05k,37,-1.61,19.21,US
05/01/13,20:58,Markit US Manufacturing PMI,MPMIUSMA Index,Apr F,--,--,52,51.93,7,--,0.17,US
05/01/13,22:00,Construction Spending MoM,CNSTTMOM Index,Mar,-1.70%,1.20%,0.60%,0.59%,46,-7.22,0.32,US
05/01/13,22:00,ISM Manufacturing,NAPMPMI Index,Apr,50.7,51.3,50.5,50.65,84,0.29,0.69,US
05/01/13,22:00,ISM Prices Paid,NAPMPRIC Index,Apr,50,54.5,52.6,52.35,15,-1.72,1.52,US
05/02/13,2:00,FOMC Rate Decision (Upper Bound),FDTR Index,May-01,0.25%,0.25%,0.25%,0.25%,39,--,0,US
05/02/13,4:52,Wards Total Vehicle Sales,SAARTOTL Index,Apr,14.88m,15.22m,15.22m,15.16m,45,-0.61,0.56,US
