Date,Time,Event,Ticker,Period,Actual,Prior,SurvM,SurvA,NoEstimates,Surprise,StdDev,C
2010-11-10,21:30:00,Trade Balance,USTBTOT Index,Sep,-44000000000,-46300000000,-45000000000,-45010000000,75,0.67,1.49,US
2010-11-10,21:30:00,Import Price Index MoM,IMP1CHNG Index,Oct,0.90%,-0.30%,1.20%,1.25%,54,-0.90,0.33,US
2010-11-10,21:30:00,Import Price Index YoY,IMP1YOY% Index,Oct,3.60%,3.50%,3.90%,3.82%,12,-0.95,0.26,US
2010-11-10,21:30:00,Initial Jobless Claims,INJCJC Index,Nov-06,435000,457000,450000,449020,46,-2.04,7.36,US
2010-11-10,21:30:00,Continuing Claims,INJCSP Index,Oct-30,4301000,4340000,4305000,4315000,13,-0.18,22.10,US
2010-11-11,03:00:00,Monthly Budget Statement,FDDSSD Index,Oct,-140400000000,-176400000000,-140000000000,-144650000000,35,-0.05,7.59,US
2010-11-12,22:55:00,U. of Mich. Sentiment,CONSSENT Index,Nov P,69.30,67.70,69.00,69.35,66,0.24,1.26,US
2010-11-15,21:30:00,Retail Sales Advance MoM,RSTAMOM Index,Oct,1.20%,0.60%,0.70%,0.74%,74,3.32,0.15,US
2010-11-15,21:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,Oct,0.40%,0.40%,0.40%,0.44%,68,0.00,0.13,US
2010-11-15,21:30:00,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Oct,0.40%,0.40%,0.20%,0.21%,16,1.80,0.11,US
2010-11-15,21:30:00,Empire Manufacturing,EMPRGBCI Index,Nov,-11.10,15.70,14.00,13.80,52,-8.73,2.88,US
2010-11-15,23:00:00,Business Inventories,MTIBCHNG Index,Sep,0.90%,0.60%,0.80%,0.74%,50,0.49,0.20,US
2010-11-16,21:30:00,PPI MoM,PPI CHNG Index,Oct,0.40%,0.40%,0.80%,0.82%,76,-2.09,0.19,US
2010-11-16,21:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Oct,-0.60%,0.10%,0.10%,0.10%,72,-6.86,0.10,US
2010-11-16,21:30:00,PPI YoY,PPI YOY Index,Oct,4.30%,4.00%,4.60%,4.58%,34,-1.49,0.20,US
2010-11-16,21:30:00,PPI Ex Food and Energy YoY,PPI XYOY Index,Oct,1.50%,1.60%,2.10%,2.06%,32,-2.60,0.23,US
2010-11-16,22:00:00,Net Long-term TIC Flows,FRNTTOTL Index,Sep,81000000000,128699999999,62500000000,60000000000,4,1.20,15.41,US
2010-11-16,22:00:00,Total Net TIC Flows,FRNTTNET Index,Sep,81700000000,38900000000,,,2,,,US
2010-11-16,22:15:00,Industrial Production MoM,IP CHNG Index,Oct,0.00%,-0.20%,0.30%,0.32%,78,-2.21,0.14,US
2010-11-16,22:15:00,Capacity Utilization,CPTICHNG Index,Oct,74.80%,74.70%,74.90%,74.93%,69,-0.67,0.15,US
2010-11-16,23:00:00,NAHB Housing Market Index,USHBMIDX Index,Nov,16.00,16.00,17.00,16.53,51,-1.29,0.78,US
2010-11-17,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Nov-14,-47.00,-46.00,,,2,,,US
2010-11-17,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Nov-14,-47.00,-46.00,,,2,,,US
2010-11-17,20:00:00,MBA Mortgage Applications,MBAVCHNG Index,Nov-12,-14.40%,5.80%,,,0,,,US
2010-11-17,21:30:00,CPI MoM,CPI CHNG Index,Oct,0.20%,0.10%,0.30%,0.30%,80,-1.30,0.08,US
2010-11-17,21:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Oct,0.00%,0.00%,0.10%,0.09%,77,-2.40,0.04,US
2010-11-17,21:30:00,CPI YoY,CPI YOY Index,Oct,1.20%,1.10%,1.30%,1.24%,41,-1.10,0.09,US
2010-11-17,21:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,Oct,0.60%,0.80%,0.70%,0.70%,41,-1.65,0.06,US
2010-11-17,21:30:00,CPI Core Index SA,CPUPAXFE Index,Oct,221.76,221.78,,,1,,,US
2010-11-17,21:30:00,CPI Index NSA,CPURNSA Index,Oct,218.71,218.44,218.85,218.87,6,-1.28,0.11,US
2010-11-17,21:30:00,Housing Starts,NHSPSTOT Index,Oct,519000,610000,598000,597050,75,-5.64,14.01,US
2010-11-17,21:30:00,Building Permits,NHSPATOT Index,Oct,550000,539000,568000,565830,58,-0.96,18.70,US
2010-11-17,21:30:00,Housing Starts MoM,NHCHSTCH Index,Oct,-11.70%,0.30%,-2.00%,-2.12%,75,-4.23,2.30,US
2010-11-17,21:30:00,Building Permits MoM,NHCHATCH Index,Oct,0.50%,-5.60%,3.90%,3.44%,58,-0.98,3.42,US
2010-11-18,21:30:00,Initial Jobless Claims,INJCJC Index,Nov-13,439000,435000,441000,441200,46,-0.21,7.02,US
2010-11-18,21:30:00,Continuing Claims,INJCSP Index,Nov-06,4295000,4301000,4295000,4299170,12,0.00,21.10,US
2010-11-18,23:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Nov,22.50,1.00,5.00,5.16,60,6.91,2.53,US
2010-11-18,23:00:00,Leading Index,LEI CHNG Index,Oct,0.50%,0.30%,0.50%,0.53%,58,0.00,0.12,US
2010-11-18,23:00:00,Mortgage Delinquencies,DLQTDLQT Index,3Q,9.13%,9.85%,,,0,,,US
2010-11-18,23:00:00,MBA Mortgage Foreclosures,FORLTOTL Index,3Q,4.39%,4.57%,,,0,,,US
2010-11-22,21:30:00,Chicago Fed Nat Activity Index,CFNAI Index,Oct,-0.28,-0.58,-0.30,-0.29,5,0.10,0.20,US
2010-11-23,21:30:00,GDP Annualized QoQ,GDP CQOQ Index,3Q S,2.50%,2.00%,2.40%,2.41%,78,0.62,0.16,US
2010-11-23,21:30:00,Personal Consumption,GDPCTOT% Index,3Q S,2.80%,2.60%,2.50%,2.51%,23,1.71,0.18,US
2010-11-23,21:30:00,GDP Price Index,GDP PIQQ Index,3Q S,2.30%,2.30%,2.30%,2.26%,37,0.00,0.10,US
2010-11-23,21:30:00,Core PCE QoQ,GDPCPCEC Index,3Q S,0.80%,0.80%,0.80%,0.81%,21,0.00,0.04,US
2010-11-23,23:00:00,Existing Home Sales,ETSLTOTL Index,Oct,4430000,4530000,4480000,4450000,71,-0.37,0.14,US
2010-11-23,23:00:00,Existing Home Sales MoM,ETSLMOM Index,Oct,-2.20%,10.00%,-1.10%,-1.73%,71,-0.37,2.99,US
2010-11-23,23:00:00,Richmond Fed Manufact. Index,RCHSINDX Index,Nov,9.00,5.00,6.00,5.75,8,0.90,3.34,US
2010-11-24,03:00:00,Fed Releases Minutes from Nov. 2-3 FOMC Meeting,,,,,,,,,,US
2010-11-24,03:00:00,FOMC Meeting Minutes,FEDMMINU Index,Nov-03,,,,,0,,,US
2010-11-24,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Nov-21,-47.00,-47.00,,,2,,,US
2010-11-24,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Nov-21,-47.00,-47.00,,,2,,,US
2010-11-24,20:00:00,MBA Mortgage Applications,MBAVCHNG Index,Nov-19,2.10%,-14.40%,,,0,,,US
2010-11-24,21:30:00,Durable Goods Orders,DGNOCHNG Index,Oct,-3.30%,3.30%,0.10%,0.06%,74,-2.96,1.13,US
2010-11-24,21:30:00,Durables Ex Transportation,DGNOXTCH Index,Oct,-2.70%,-0.80%,0.60%,0.51%,47,-5.29,0.62,US
2010-11-24,21:30:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Oct,-4.50%,-0.60%,1.00%,0.18%,9,-3.31,1.66,US
2010-11-24,21:30:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Oct,-1.50%,0.40%,,,0,,,US
2010-11-24,21:30:00,Personal Income,PITLCHNG Index,Oct,0.50%,-0.10%,0.40%,0.39%,74,0.98,0.10,US
2010-11-24,21:30:00,Personal Spending,PCE CRCH Index,Oct,0.40%,0.20%,0.50%,0.48%,77,-0.86,0.12,US
2010-11-24,21:30:00,PCE Deflator YoY,PCE DEFY Index,Oct,1.30%,1.40%,1.30%,1.30%,23,0.00,0.08,US
2010-11-24,21:30:00,PCE Core Deflator MoM,PCE CMOM Index,Oct,0.00%,0.00%,0.00%,0.04%,53,0.00,0.05,US
2010-11-24,21:30:00,PCE Core Deflator YoY,PCE CYOY Index,Oct,0.90%,1.20%,1.00%,0.99%,33,-1.18,0.09,US
2010-11-24,21:30:00,Initial Jobless Claims,INJCJC Index,Nov-20,407000,439000,435000,434580,48,-3.84,7.29,US
2010-11-24,21:30:00,Continuing Claims,INJCSP Index,Nov-13,4182000,4295000,4275000,4273860,14,-3.66,25.38,US
2010-11-24,22:55:00,U. of Mich. Sentiment,CONSSENT Index,Nov F,71.60,69.30,69.50,69.67,63,3.92,0.54,US
2010-11-24,23:00:00,FHFA House Price Index MoM,HPIMMOM% Index,Sep,-0.70%,0.40%,0.00%,0.00%,16,-2.37,0.30,US
2010-11-24,23:00:00,House Price Purchase Index QoQ,HPI PURQ Index,3Q,-1.60%,0.90%,-1.10%,-1.02%,5,-1.12,0.44,US
2010-11-24,23:00:00,New Home Sales,NHSLTOT Index,Oct,283000,307000,312000,312810,72,-3.64,7.98,US
2010-11-24,23:00:00,New Home Sales MoM,NHSLCHNG Index,Oct,-8.10%,6.60%,1.60%,1.89%,72,-3.75,2.60,US
2010-11-29,23:30:00,Dallas Fed Manf. Activity,DFEDGBA Index,Nov,16.20,2.60,4.50,3.90,5,5.02,2.33,US
2010-11-30,22:00:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Sep,147.49,148.59,,,2,,,US
2010-11-30,22:00:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Sep,-0.80%,-0.28%,-0.40%,-0.47%,18,-1.10,0.36,US
2010-11-30,22:00:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Sep,0.59%,1.70%,1.00%,0.78%,28,-0.42,0.97,US
2010-11-30,22:00:00,S&P CoreLogic CS US HPI NSA Index,SPCSUSA Index,Sep,135.48,138.03,,,1,,,US
2010-11-30,22:00:00,S&P CoreLogic CS US HPI YoY NSA,SPCSUSAY Index,Sep,-1.51%,3.60%,1.30%,0.60%,3,-2.33,1.21,US
2010-11-30,22:45:00,MNI Chicago PMI,CHPMINDX Index,Nov,62.50,60.60,59.90,59.45,63,1.94,1.34,US
2010-11-30,23:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Nov,54.10,50.20,53.00,53.03,78,0.70,1.57,US
2010-11-30,23:00:00,ISM Milwaukee,MAPMINDX Index,Nov,59.00,56.00,57.50,57.17,3,1.77,0.85,US
2010-12-01,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Nov-28,-45.00,-47.00,-46.00,-46.33,3,2.12,0.47,US
2010-12-01,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Nov-28,-45.00,-47.00,-46.00,-46.33,3,2.12,0.47,US
2010-12-01,20:00:00,MBA Mortgage Applications,MBAVCHNG Index,Nov-26,-16.50%,2.10%,,,0,,,US
2010-12-01,20:30:00,Challenger Job Cuts YoY,CHALYOY% Index,Nov,-3.30%,-31.80%,,,0,,,US
2010-12-01,21:15:00,ADP Employment Change,ADP CHNG Index,Nov,93000,43000,70000,71750,40,1.29,17.81,US
2010-12-01,21:30:00,Nonfarm Productivity,PRODNFR% Index,3Q F,2.30%,1.90%,2.30%,2.35%,66,0.00,0.20,US
2010-12-01,21:30:00,Unit Labor Costs,COSTNFR% Index,3Q F,-0.10%,-0.10%,-0.20%,-0.26%,58,0.37,0.27,US
2010-12-01,23:00:00,ISM Manufacturing,NAPMPMI Index,Nov,56.60,56.90,56.50,56.35,83,0.11,0.90,US
2010-12-01,23:00:00,ISM Prices Paid,NAPMPRIC Index,Nov,69.50,71.00,71.00,70.34,20,-0.67,2.23,US
2010-12-01,23:00:00,Construction Spending MoM,CNSTTMOM Index,Oct,0.70%,0.50%,-0.30%,-0.25%,53,2.61,0.38,US
2010-12-02,03:00:00,Fed's Beige Book,,,,,,,,,,US
2010-12-02,06:00:00,Wards Domestic Vehicle Sales,SAARDTOT Index,Nov,9270000,9270000,9030000,9020000,20,2.12,0.12,US
2010-12-02,06:00:00,Wards Total Vehicle Sales,SAARTOTL Index,Nov,12260000,12250000,12100000,12100000,43,1.04,0.15,US
2010-12-02,21:30:00,Initial Jobless Claims,INJCJC Index,Nov-27,436000,407000,424000,423300,47,1.13,10.60,US
2010-12-02,21:30:00,Continuing Claims,INJCSP Index,Nov-20,4270000,4182000,4200000,4206530,15,1.94,36.05,US
2010-12-02,23:00:00,Pending Home Sales MoM,USPHTMOM Index,Oct,10.40%,-1.80%,-1.00%,-0.73%,40,7.47,1.53,US
2010-12-02,23:00:00,Pending Home Sales NSA YoY,USPHTYOY Index,Oct,-22.40%,-24.90%,,,1,,,US
2010-12-03,00:08:00,ICSC Chain Store Sales YoY,MBRXYOYW Index,Nov,5.80%,1.60%,,,2,,,US
2010-12-03,21:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Nov,39000,151000,150000,145870,87,-4.89,22.69,US
2010-12-03,21:30:00,Change in Private Payrolls,NFP PCH Index,Nov,50000,159000,160000,157160,49,-5.18,21.22,US
2010-12-03,21:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Nov,-13000,-7000,5000,3830,30,-2.26,7.95,US
2010-12-03,21:30:00,Unemployment Rate,USURTOT Index,Nov,9.80%,9.60%,9.60%,9.59%,82,2.94,0.07,US
2010-12-03,21:30:00,Average Hourly Earnings MoM,AHE MOM% Index,Nov,0.00%,0.20%,0.20%,0.17%,57,-4.18,0.05,US
2010-12-03,21:30:00,Average Hourly Earnings YoY,AHE YOY% Index,Nov,1.60%,1.70%,1.70%,1.75%,15,-0.74,0.14,US
2010-12-03,21:30:00,Average Weekly Hours All Employees,AWH TOTL Index,Nov,34.30,34.30,34.30,34.30,44,0.00,0.03,US
2010-12-03,23:00:00,Factory Orders,TMNOCHNG Index,Oct,-0.90%,2.10%,-1.20%,-1.06%,69,0.45,0.67,US
2010-12-03,23:00:00,ISM Non-Manufacturing Index,NAPMNMI Index,Nov,55.00,54.30,54.80,54.65,76,0.25,0.79,US
2010-12-07,23:00:00,IBD/TIPP Economic Optimism,ECONUSIB Index,Dec,45.80,46.70,47.20,47.28,4,-4.13,0.33,US
2010-12-07,23:00:00,JOLTS Job Openings,JOLTTOTL Index,Oct,3362.00,2929.00,,,0,,,US
2010-12-08,04:00:00,Consumer Credit,CICRTOT Index,Oct,3400000000,2100000000,-1000000000,-920000000,33,2.16,2.03,US
2010-12-08,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Dec-05,-45.00,-45.00,,,2,,,US
2010-12-08,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Dec-05,-45.00,-45.00,,,2,,,US
2010-12-08,20:00:00,MBA Mortgage Applications,MBAVCHNG Index,Dec-03,-0.90%,-16.50%,,,0,,,US
2010-12-09,21:30:00,Initial Jobless Claims,INJCJC Index,Dec-04,421000,436000,425000,424040,50,-0.41,9.73,US
2010-12-09,21:30:00,Continuing Claims,INJCSP Index,Nov-27,4086000,4270000,4237000,4217130,16,-3.05,49.43,US
2010-12-09,23:00:00,Wholesale Inventories MoM,MWINCHNG Index,Oct,1.90%,1.50%,0.80%,0.84%,34,4.26,0.26,US
2010-12-10,21:30:00,Trade Balance,USTBTOT Index,Oct,-38700000000,-44000000000,-43800000000,-43670000000,78,3.51,1.45,US
2010-12-10,21:30:00,Import Price Index MoM,IMP1CHNG Index,Nov,1.30%,0.90%,0.80%,0.82%,52,2.12,0.24,US
2010-12-10,21:30:00,Import Price Index YoY,IMP1YOY% Index,Nov,3.70%,3.60%,2.80%,2.89%,13,3.40,0.26,US
2010-12-10,22:55:00,U. of Mich. Sentiment,CONSSENT Index,Dec P,74.20,71.60,72.50,72.53,66,1.36,1.25,US
2010-12-11,03:00:00,Monthly Budget Statement,FDDSSD Index,Nov,-150400000000,-120300000000,-138500000000,-135729999999,26,-1.33,8.95,US
2010-12-14,20:30:00,NFIB Small Business Optimism,SBOITOTL Index,Nov,93.20,91.70,92.30,92.18,6,1.19,0.75,US
2010-12-14,21:30:00,Retail Sales Advance MoM,RSTAMOM Index,Nov,0.80%,1.20%,0.60%,0.58%,77,1.11,0.18,US
2010-12-14,21:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,Nov,1.20%,0.40%,0.60%,0.67%,70,3.08,0.19,US
2010-12-14,21:30:00,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Nov,0.80%,0.40%,0.60%,0.63%,23,0.72,0.28,US
2010-12-14,21:30:00,PPI MoM,PPI CHNG Index,Nov,0.80%,0.40%,0.60%,0.61%,76,1.00,0.20,US
2010-12-14,21:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Nov,0.30%,-0.60%,0.20%,0.25%,73,0.67,0.15,US
2010-12-14,21:30:00,PPI YoY,PPI YOY Index,Nov,3.50%,4.30%,3.30%,3.35%,30,0.68,0.29,US
2010-12-14,21:30:00,PPI Ex Food and Energy YoY,PPI XYOY Index,Nov,1.20%,1.50%,1.20%,1.25%,28,0.00,0.17,US
2010-12-14,23:00:00,Business Inventories,MTIBCHNG Index,Oct,0.70%,0.90%,1.00%,0.99%,51,-1.27,0.24,US
2010-12-15,03:15:00,FOMC Rate Decision (Upper Bound),FDTR Index,Dec-14,0.25%,0.25%,0.25%,0.25%,96,,0.00,US
2010-12-15,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Dec-12,-43.00,-45.00,,,2,,,US
2010-12-15,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Dec-12,-43.00,-45.00,,,2,,,US
2010-12-15,20:00:00,MBA Mortgage Applications,MBAVCHNG Index,Dec-10,-2.30%,-0.90%,,,0,,,US
2010-12-15,21:30:00,CPI MoM,CPI CHNG Index,Nov,0.10%,0.20%,0.20%,0.19%,80,-1.51,0.07,US
2010-12-15,21:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Nov,0.10%,0.00%,0.10%,0.08%,77,0.00,0.05,US
2010-12-15,21:30:00,CPI YoY,CPI YOY Index,Nov,1.10%,1.20%,1.10%,1.11%,42,0.00,0.08,US
2010-12-15,21:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,Nov,0.80%,0.60%,0.60%,0.63%,41,3.52,0.06,US
2010-12-15,21:30:00,CPI Core Index SA,CPUPAXFE Index,Nov,221.98,221.76,,,2,,,US
2010-12-15,21:30:00,CPI Index NSA,CPURNSA Index,Nov,218.80,218.71,218.60,218.70,7,1.22,0.17,US
2010-12-15,21:30:00,Empire Manufacturing,EMPRGBCI Index,Dec,10.60,-11.10,5.00,4.33,57,1.28,4.34,US
2010-12-15,22:00:00,Net Long-term TIC Flows,FRNTTOTL Index,Oct,27600000000,81000000000,,,2,,,US
2010-12-15,22:00:00,Total Net TIC Flows,FRNTTNET Index,Oct,7500000000,81700000000,51000000000,54250000000,4,-3.04,14.29,US
2010-12-15,22:15:00,Industrial Production MoM,IP CHNG Index,Nov,0.40%,0.00%,0.30%,0.29%,79,0.69,0.15,US
2010-12-15,22:15:00,Capacity Utilization,CPTICHNG Index,Nov,75.20%,74.80%,75.00%,75.02%,69,1.38,0.14,US
2010-12-15,23:00:00,NAHB Housing Market Index,USHBMIDX Index,Dec,16.00,16.00,16.00,16.41,51,0.00,0.60,US
2010-12-16,21:30:00,Housing Starts,NHSPSTOT Index,Nov,555000,519000,550000,550150,76,0.35,14.12,US
2010-12-16,21:30:00,Housing Starts MoM,NHCHSTCH Index,Nov,3.90%,-11.70%,6.00%,6.00%,76,-0.76,2.72,US
2010-12-16,21:30:00,Building Permits,NHSPATOT Index,Nov,530000,550000,560000,558200,56,-3.48,8.63,US
2010-12-16,21:30:00,Building Permits MoM,NHCHATCH Index,Nov,-4.00%,0.50%,1.50%,1.12%,56,-3.48,1.57,US
2010-12-16,21:30:00,Current Account Balance,USCABAL Index,3Q,-127200000000,-123300000000,-126000000000,-125990000000,37,-0.45,2.65,US
2010-12-16,21:30:00,Initial Jobless Claims,INJCJC Index,Dec-11,420000,421000,425000,422350,48,-0.91,5.51,US
2010-12-16,21:30:00,Continuing Claims,INJCSP Index,Dec-04,4135000,4086000,4115000,4102870,15,0.39,50.97,US
2010-12-16,23:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Dec,24.30,22.50,15.00,14.41,59,2.68,3.47,US
2010-12-17,23:00:00,Leading Index,LEI CHNG Index,Nov,1.10%,0.50%,1.10%,1.06%,59,0.00,0.18,US
2010-12-20,21:30:00,Chicago Fed Nat Activity Index,CFNAI Index,Nov,-0.46,-0.28,0.00,0.00,5,-4.27,0.11,US
2010-12-22,00:00:00,U.S. 2010 Census Population,USP TOT Index,2010,308700000,,,,0,,,US
2010-12-22,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Dec-19,-41.00,-43.00,,,1,,,US
2010-12-22,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Dec-19,-41.00,-43.00,,,1,,,US
2010-12-22,20:00:00,MBA Mortgage Applications,MBAVCHNG Index,Dec-17,-18.60%,-2.30%,,,0,,,US
2010-12-22,21:30:00,GDP Annualized QoQ,GDP CQOQ Index,3Q T,2.60%,2.50%,2.80%,2.82%,71,-1.03,0.19,US
2010-12-22,21:30:00,Personal Consumption,GDPCTOT% Index,3Q T,2.40%,2.80%,2.90%,2.86%,17,-8.60,0.06,US
2010-12-22,21:30:00,GDP Price Index,GDP PIQQ Index,3Q T,2.10%,2.30%,2.30%,2.27%,32,-1.59,0.13,US
2010-12-22,21:30:00,Core PCE QoQ,GDPCPCEC Index,3Q T,0.50%,0.80%,0.80%,0.79%,17,-12.75,0.02,US
2010-12-22,23:00:00,Existing Home Sales,ETSLTOTL Index,Nov,4680000,4430000,4750000,4720000,70,-0.52,0.13,US
2010-12-22,23:00:00,Existing Home Sales MoM,ETSLMOM Index,Nov,5.60%,-2.20%,7.10%,6.62%,70,-0.53,2.84,US
2010-12-22,23:00:00,FHFA House Price Index MoM,HPIMMOM% Index,Oct,0.70%,-0.70%,-0.20%,-0.13%,13,6.52,0.14,US
2010-12-23,21:30:00,Durable Goods Orders,DGNOCHNG Index,Nov,-1.30%,-3.30%,-0.50%,-0.46%,74,-0.67,1.19,US
2010-12-23,21:30:00,Durables Ex Transportation,DGNOXTCH Index,Nov,2.40%,-2.70%,1.80%,1.68%,48,0.80,0.75,US
2010-12-23,21:30:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Nov,2.60%,-4.50%,3.10%,2.22%,14,-0.18,2.48,US
2010-12-23,21:30:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Nov,1.00%,-1.50%,,,0,,,US
2010-12-23,21:30:00,Personal Income,PITLCHNG Index,Nov,0.30%,0.50%,0.20%,0.23%,70,1.10,0.09,US
2010-12-23,21:30:00,Personal Spending,PCE CRCH Index,Nov,0.40%,0.40%,0.50%,0.48%,75,-0.81,0.12,US
2010-12-23,21:30:00,PCE Deflator YoY,PCE DEFY Index,Nov,1.00%,1.30%,1.10%,1.14%,21,-1.39,0.07,US
2010-12-23,21:30:00,PCE Core Deflator MoM,PCE CMOM Index,Nov,0.10%,0.00%,0.10%,0.09%,49,0.00,0.03,US
2010-12-23,21:30:00,PCE Core Deflator YoY,PCE CYOY Index,Nov,0.80%,0.90%,0.90%,0.89%,28,-0.62,0.16,US
2010-12-23,21:30:00,Initial Jobless Claims,INJCJC Index,Dec-18,420000,420000,420000,418400,45,0.00,5.65,US
2010-12-23,21:30:00,Continuing Claims,INJCSP Index,Dec-11,4064000,4135000,4105000,4094250,12,-1.00,40.87,US
2010-12-23,22:55:00,U. of Mich. Sentiment,CONSSENT Index,Dec F,74.50,74.20,74.50,74.60,59,0.00,0.75,US
2010-12-23,23:00:00,New Home Sales,NHSLTOT Index,Nov,290000,283000,300000,300940,70,-1.23,8.14,US
2010-12-23,23:00:00,New Home Sales MoM,NHSLCHNG Index,Nov,5.50%,-8.10%,6.00%,6.34%,70,-0.18,2.88,US
2010-12-27,23:30:00,Dallas Fed Manf. Activity,DFEDGBA Index,Dec,12.80,16.20,17.00,16.00,6,-2.10,2.00,US
2010-12-28,22:00:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Oct,-0.99%,-0.80%,-0.60%,-0.65%,16,-1.16,0.34,US
2010-12-28,22:00:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Oct,-0.80%,0.59%,-0.20%,-0.14%,17,-1.16,0.52,US
2010-12-28,22:00:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Oct,145.32,147.49,,,1,,,US
2010-12-28,23:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Dec,52.50,54.10,56.30,56.45,61,-3.05,1.25,US
2010-12-28,23:00:00,Richmond Fed Manufact. Index,RCHSINDX Index,Dec,25.00,9.00,11.00,10.63,8,16.34,0.86,US
2010-12-29,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Dec-26,-44.00,-41.00,,,1,,,US
2010-12-29,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Dec-26,-44.00,-41.00,,,1,,,US
2010-12-30,21:30:00,Initial Jobless Claims,INJCJC Index,Dec-25,388000,420000,415000,415030,29,-3.54,7.63,US
2010-12-30,21:30:00,Continuing Claims,INJCSP Index,Dec-18,4128000,4064000,4084000,4072000,11,1.16,37.77,US
2010-12-30,22:45:00,MNI Chicago PMI,CHPMINDX Index,Dec,68.60,62.50,61.00,61.26,49,6.39,1.19,US
2010-12-30,23:00:00,Pending Home Sales NSA YoY,USPHTYOY Index,Nov,-2.40%,-22.40%,,,2,,,US
2010-12-30,23:00:00,Pending Home Sales MoM,USPHTMOM Index,Nov,3.50%,10.40%,0.80%,0.70%,24,0.95,2.89,US
2010-12-30,23:00:00,ISM Milwaukee,MAPMINDX Index,Dec,62.00,59.00,,,2,,,US
2011-01-03,23:00:00,ISM Manufacturing,NAPMPMI Index,Dec,57.00,56.60,57.00,57.04,63,0.00,0.89,US
2011-01-03,23:00:00,ISM Prices Paid,NAPMPRIC Index,Dec,72.50,69.50,71.80,71.76,14,0.33,2.27,US
2011-01-03,23:00:00,Construction Spending MoM,CNSTTMOM Index,Nov,0.40%,0.70%,0.20%,0.06%,44,0.59,0.34,US
2011-01-04,23:00:00,Factory Orders,TMNOCHNG Index,Nov,0.70%,-0.90%,-0.10%,-0.07%,53,2.28,0.35,US
2011-01-05,03:00:00,Minutes of FOMC Meeting,,,,,,,,,,US
2011-01-05,03:00:00,FOMC Meeting Minutes,FEDMMINU Index,Dec-14,,,,,0,,,US
2011-01-05,06:00:00,Wards Domestic Vehicle Sales,SAARDTOT Index,Dec,9460000,9270000,9210000,9230000,17,1.92,0.13,US
2011-01-05,06:00:00,ABC Consumer Confidence,ACNFCOMF Index,Jan-02,-45.00,-44.00,,,2,,,US
2011-01-05,06:00:00,Wards Total Vehicle Sales,SAARTOTL Index,Dec,12530000,12260000,12300000,12310000,40,1.70,0.14,US
2011-01-05,06:00:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jan-02,-45.00,-44.00,,,2,,,US
2011-01-05,20:00:00,MBA Mortgage Applications,MBAVCHNG Index,Dec-31,2.30%,-3.90%,,,0,,,US
2011-01-05,20:30:00,Challenger Job Cuts YoY,CHALYOY% Index,Dec,-29.00%,-3.30%,,,0,,,US
2011-01-05,21:15:00,ADP Employment Change,ADP CHNG Index,Dec,297000,93000,100000,101450,33,10.29,19.15,US
2011-01-05,23:00:00,ISM Non-Manufacturing Index,NAPMNMI Index,Dec,57.10,55.00,55.70,55.74,67,2.04,0.69,US
